text,target
Senin gibi biri her zaman başarısızlığa mahkum.,INSULT
Senin gibi biri insanların hayatını zehir ediyor.,INSULT
Senin gibi biri asla başarılı olamaz.,INSULT
Senin gibi biri tam bir yıkımdır.,INSULT
Senin gibi biri insanların çilesi.,INSULT
Senin gibi biri sadece kendine zarar veriyor.,INSULT
Senin gibi biri gerçekten iğrenç.,INSULT
Senin gibi biri insanların umutlarını kırıyor.,INSULT
Senin gibi biri sadece başkalarına zarar veriyor.,INSULT
Senin gibi biriyle aynı ortamda bulunmak dayanılmaz.,INSULT
Senin gibi biri insanların hayatını mahvediyor.,INSULT
Senin gibi biri sadece acı veriyor.,INSULT
Senin gibi biri hep hata yapar.,INSULT
Senin gibi biri sadece mutsuzluk getirir.,INSULT
Senin gibi biri hep problem yaratır.,INSULT
Senin gibi biri insanların moralini bozar.,INSULT
Senin gibi biri sadece engel olur.,INSULT
Senin gibi biri gerçekten çirkin.,INSULT
Senin gibi biri tam bir aptal.,INSULT
Senin gibi biri sadece gereksiz.,INSULT
Senin gibi biri her zaman yanlış yapar.,INSULT
Senin gibi biri sadece pişmanlık yaratır.,INSULT
Senin gibi biri insanların sabrını test ediyor.,INSULT
Senin gibi biri sadece kibirli.,INSULT
Senin gibi biri hep huzursuzluk yaratır.,INSULT
Senin gibi biri sadece olumsuzluk getirir.,INSULT
Senin gibi biri tam bir hayal kırıklığı.,INSULT
Dilin kemiği yok ama seninki tam bir keskin bıçak.,INSULT
Senin gibi birisinin hayatta hiçbir şeyi doğru gitmez.,INSULT
Sana karşı güvenim tamamen yok oldu.,INSULT
Düşüncelerin tamamen saçmalık dolu.,INSULT
Seni gördüğümde doğru düzgün bir şey duymak istemiyorum.,INSULT
Senin varlığın bile benim sinirlerimi bozuyor.,INSULT
Kendini yeterince beğenmişsin ve kimseye saygın yok.,INSULT
Herhangi bir konuda konuşmak senin için tamamen bir kayıp.,INSULT
Seninle konuşmak beni gerçekten yoruyor.,INSULT
Senin gibi biri hayatın anlamını bile anlayamaz.,INSULT
Senin düşüncelerin her zaman yanlış ve çirkin.,INSULT
Senin davranışların tamamen terbiyesizce.,INSULT
Senin gibi biri tamamen kibirli ve kendine aşık.,INSULT
Seninle tartışmak gerçekten saçma.,INSULT
Senin gibi biri tamamen yalan söylüyor.,INSULT
Senin davranışların gerçekten iğrenç.,INSULT
Senin varlığın bile çevreni zehirliyor.,INSULT
Senin düşüncelerin her zaman karanlık ve ürkütücü.,INSULT
Senin gibi biri asla güvenilir değil.,INSULT
Senin davranışların tamamen saygısızca.,INSULT
Senin gibi biri tamamen gereksiz ve anlamsız.,INSULT
Senin gibi biri tamamen aptalca hareket ediyor.,INSULT
Senin gibi biri tamamen anlaşılmaz ve zor.,INSULT
Senin gibi biri tamamen sıradan ve önemsiz.,INSULT
Senin düşüncelerin tamamen hayal ürünü ve saçma.,INSULT
Senin varlığın bile benim moralimi bozuyor.,INSULT
Senin gibi biri her zaman çatışma yaratıyor.,INSULT
Senin davranışların tamamen seviyesizce.,INSULT
Senin gibi biri tamamen kayıtsız ve umursamaz.,INSULT
Senin düşüncelerin tamamen yanıltıcı ve hileli.,INSULT
Senin davranışların tamamen rahatsızlık verici.,INSULT
Senin gibi biri tamamen sevimsiz ve itici.,INSULT
Senin varlığın bile benim enerjimi düşürüyor.,INSULT
Senin gibi biri tamamen umutsuz ve başarısız.,INSULT
Senin düşüncelerin tamamen tutarsız ve absürd.,INSULT
Senin gibi biri tamamen kıskanç ve kötü niyetli.,INSULT
Senin davranışların tamamen saldırgan ve düşmanca.,INSULT
Senin gibi biri tamamen yanlış yönlendiriliyor.,INSULT
Senin varlığın bile insanları mutsuz ediyor.,INSULT
Senin gibi biri tamamen egocu ve bencil.,INSULT
Senin düşüncelerin tamamen cahilce ve gerçekdışı.,INSULT
Senin gibi biri tamamen saygısız ve edepsiz.,INSULT
Senin davranışların tamamen mantıksız ve anlamsız.,INSULT
Senin gibi biri tamamen sorumsuz ve tembel.,INSULT
Senin gibi biri insanların hayatına değersizlik katıyor.,INSULT
Sana benzeyen bir insan türü hakkında hiçbir fikrim yok.,INSULT
Senin varlığın bile beni kusacak kadar rahatsız ediyor.,INSULT
Sana karşı hissettiğim duyguları tarif etmek bile istemiyorum.,INSULT
Senin düşüncelerin gerçekten ürkütücü ve endişe verici.,INSULT
Senin gibi biri gerçekten kötü bir etki yaratıyor.,INSULT
Senin düşüncelerin tamamen mantıksız ve saçma.,INSULT
Senin davranışların tamamen saygısız ve edepsiz.,INSULT
Senin gibi biri gerçekten kibirli ve kendine aşık.,INSULT
Senin varlığın bile insanları etrafa kötü bir enerji yayıyor.,INSULT
Senin düşüncelerin tamamen yanlış ve çarpık.,INSULT
Senin gibi biri gerçekten kötü bir örnek teşkil ediyor.,INSULT
Senin davranışların tamamen terbiyesizce ve seviyesizce.,INSULT
Senin gibi biri tamamen anlamsız ve gereksiz.,INSULT
Senin varlığın insanların hayatındaki olumlu şeylerin yerine daha fazla stres ve sorun getiriyor.,INSULT
İnsanlar senin sözlerinin ve davranışlarının ardında oluşan olumsuz etkilerden kurtulmak istiyorlar.,INSULT
Yaptıkların insanların kendilerini güvende hissetmeleri yerine endişeli ve kaygılı olmalarına neden oluyor.,INSULT
Senin varlığın insanların hayatlarında negatif düşüncelerin artmasına neden oluyor.,INSULT
İnsanlar senin davranışlarından dolayı hayatlarındaki dengelerini kaybediyorlar ve bu da onları olumsuz etkiliyor.,INSULT
Yaptıkların insanların seni reddetmelerine neden olmak yerine onların hayatlarına olumlu katkılarda bulunmanı sağlamalıydı.,INSULT
Senin sözlerin ve davranışların insanların hayatlarındaki umutları azaltmak yerine onların daha da umutlu olmalarını sağlamalıydı.,INSULT
İnsanlar senin tavırlarından dolayı seni sevmek yerine seni hor görüyorlar.,INSULT
Yaptıkların insanların hayatlarındaki pozitif değişimler yerine daha fazla olumsuzluk getiriyor.,INSULT
Senin gibi biri tamamen değersiz ve önemsiz.,INSULT
Senin varlığın bile insanların enerjisini emiyor.,INSULT
Senin düşüncelerin tamamen çirkin ve rahatsız edici.,INSULT
Senin gibi biri gerçekten sıkıcı ve monoton.,INSULT
Senin davranışların tamamen rahatsızlık verici ve itici.,INSULT
Senin gibi biri tamamen umursamaz ve ilgisiz.,INSULT
Senin varlığın bile insanların moralini bozuyor.,INSULT
Çok kötü görünüyorsun.,INSULT
Kıyafetin yakışmamış.,INSULT
Saçların ölü gibi gözüküyor.,INSULT
Ölü gibi duruyorsun.,INSULT
Boyun çok kısa.,INSULT
Deve kadar uzunsun.,INSULT
Çok kilolusun.,INSULT
Seninle hiç kimse sevgili olmak istemez.,INSULT
Kulakların çok büyük.,INSULT
Kepçe kulaklısın.,INSULT
Bokum bile senden daha güzel.,INSULT
Çocukca davranışların var.,INSULT
yaşından büyük gössteriyorsun.,INSULT
Senin düşüncelerin tamamen korkunç ve karanlık.,INSULT
Senin gibi biri gerçekten yıkıcı ve zararlı.,INSULT
Senin davranışların tamamen alçakça ve şerefsizce.,INSULT
Senin gibi biri tamamen basit ve primitif.,INSULT
Senin varlığın bile insanların hayatını olumsuz yönde etkiliyor.,INSULT
Senin düşüncelerin tamamen sahte ve yalan dolu.,INSULT
Senin gibi biri gerçekten zayıf ve güçsüz.,INSULT
Senin davranışların tamamen riyakarca ve yapmacık.,INSULT
Senin gibi biri tamamen kötü niyetli ve hain.,INSULT
Senin benzerin yok sadece sen bu kadar kötüsün.,INSULT
Senin düşüncelerin insanlığın gidişatını tehlikeye atıyor.,INSULT
Senin davranışların herkesi korkutuyor ve rahatsız ediyor.,INSULT
Senin gibi birinin hayatımda olması gerçekten kabus gibi.,INSULT
Senin varlığın etrafındaki her şeyi kirletiyor.,INSULT
Senin düşüncelerin tamamen rahatsız edici ve kabul edilemez.,INSULT
Senin davranışların insanların hayatını zehir ediyor.,INSULT
Senin gibi biri insanlar için gerçek bir tehdit.,INSULT
Senin varlığın bile etrafındakilere zarar veriyor.,INSULT
Senin düşüncelerin gerçekten korkunç ve ürkütücü.,INSULT
Senin davranışların tamamen çirkin ve utanç verici.,INSULT
Senin gibi biri gerçekten aşağılık ve değersiz.,INSULT
Senin varlığın insanların hayatında hiçbir olumlu şey getirmiyor.,INSULT
Senin davranışların tamamen saygısız ve terbiyesizce.,INSULT
Senin gibi biri gerçekten korkunç bir insan.,INSULT
Senin varlığın bile etrafındakileri rahatsız ediyor.,INSULT
Senin düşüncelerin tamamen karanlık ve negatif.,INSULT
Senin davranışların tamamen itici ve tiksindirici.,INSULT
Senin gibi biri insanların güvenliği için bir tehlike.,INSULT
İnsanların seninle bir arada olmak istemediği açık.,INSULT
Söylediğin şeyler gerçekten kötü niyetli ve çirkin.,INSULT
Düşüncelerin sadece negatiflik saçıyor ve hiçbir şekilde olumlu bir şey katmıyor.,INSULT
Sana karşı hissettiğim şeylerin hiçbiri olumlu değil.,INSULT
Hayatımda senin gibi bir insanla karşılaşmamak için dua ediyorum.,INSULT
Söylediğin şeylerin hiçbiri yapıcı veya faydalı değil.,INSULT
Çevrende olan herkes senin yaptıklarından dolayı rahatsız.,INSULT
İnsanların senin gibi insanlarla uğraşmaya tahammülü yok.,INSULT
Her seferinde seninle uğraşmak zorunda kalınca insanların psikolojisi bozuluyor.,INSULT
Söylediğin şeylerin tamamı çirkin ve rahatsız edici.,INSULT
Düşüncelerin sadece kötü niyetli ve zarar verici.,INSULT
Davranışların tamamen itici ve sevimsiz.,INSULT
Hayatındaki herkesin seninle ilgili kötü düşünceleri var.,INSULT
İnsanların senin gibi insanlardan uzak durmaya çalıştığı aşikar.,INSULT
Senin etrafında olan insanlar sürekli olarak senin yaptıklarından şikayetçi.,INSULT
Yaptığın şeyler başkalarına zarar veriyor ve onların güvenliğini tehlikeye atıyor.,INSULT
Senin varlığın bile insanların ruh sağlığına zarar veriyor.,INSULT
Yaptıkların insanların kendine güvenini zedeliyor ve onların kendilerine olan saygısını kaybetmelerine neden oluyor.,INSULT
İnsanların seninle vakit geçirmesi onları mutsuz ediyor ve moral bozukluğuna neden oluyor.,INSULT
Yaptığın şeylerin hiçbiri yapıcı veya faydalı değil.,INSULT
Davranışların insanları rahatsız ediyor ve onların konforunu bozuyor.,INSULT
Senin tavırların insanların sana olan güvenini kaybetmelerine neden oluyor.,INSULT
Senin varlığın çevrende olan insanların hayatlarını zorlaştırıyor ve olumsuz etkiliyor.,INSULT
İnsanların seninle ilişkileri sürekli olarak sorunlu ve çalkantılı.,INSULT
Senin yaptıkların insanların hayat kalitesini düşürüyor ve mutsuzluğa neden oluyor.,INSULT
Yaptığın şeylerin hiçbiri gerçekçi veya makul değil ve insanlar senin söylediklerine inanmıyorlar.,INSULT
Senin davranışların insanların hayatlarında geriye doğru gitmelerine neden oluyor.,INSULT
İnsanların senin gibi insanlarla uğraşmak istemediği açık.,INSULT
Senin yaptıkların insanların hayatını olumsuz yönde etkiliyor ve mutsuzluğa neden oluyor.,INSULT
Yaptığın şeyler insanların moralini bozuyor ve motivasyonlarını düşürüyor.,INSULT
Davranışların sana olan saygıyı azaltıyor ve insanlar seni ciddiye almıyor.,INSULT
İnsanların senin hakkında konuşmak istemediği açık.,INSULT
Yaptıkların insanların kendilerini iyi hissetmelerine engel oluyor.,INSULT
Senin düşüncelerin tamamen gerçek dışı ve mantıksız.,INSULT
İnsanların senin hakkında olumlu bir şey söyleyemediği aşikar.,INSULT
Senin yaptıkların insanların hayatını daha da karmaşık hale getiriyor.,INSULT
Senin davranışların insanların hayatını daha kötü hale getiriyor ve sorunlarını arttırıyor.,INSULT
Yaptığın şeyler insanların hayatını daha da zorlaştırıyor.,INSULT
İnsanların seninle vakit geçirmek istemediği ve seni uzak tutmak istedikleri açık.,INSULT
Senin tavrın ve davranışların insanların seni reddetmesine neden oluyor.,INSULT
İnsanların seni göz ardı etmesi senin yaptıklarının hiçbirinin önemli olmadığını gösteriyor.,INSULT
Yaptıkların insanların hayat kalitesini düşürüyor ve olumsuz etkiliyor.,INSULT
İnsanlar seninle zaman geçirmekten kaçınmak istiyor çünkü senin tavırların onları rahatsız ediyor.,INSULT
Senin davranışların insanların seni sevmesine engel oluyor ve seni kınamalarına neden oluyor.,INSULT
Yaptıkların insanların hayatlarında güvensizlik yaratıyor ve onları rahatsız ediyor.,INSULT
İnsanlar senin hakkında hiçbir olumlu şey söyleyemiyor çünkü senin tavrın ve davranışların tamamen negatif.,INSULT
Yaptıkların insanların hayatlarına hiçbir katkı sağlamıyor ve aksine zarar veriyor.,INSULT
Senin varlığın insanların stres ve endişe yaşamasına neden oluyor.,INSULT
İnsanlar seninle iletişim kurmaktan kaçınıyor çünkü senin tavrın ve davranışların onları rahatsız ediyor.,INSULT
Yaptıkların insanların moralini bozuyor ve olumsuz duygular yaşamalarına sebep oluyor.,INSULT
Senin davranışların insanların güvenini kaybetmesine neden oluyor ve seni ciddiye almalarını engelliyor.,INSULT
Yaptıkların insanların kendilerine olan saygısını azaltıyor ve seni sevmelerine engel oluyor.,INSULT
İnsanlar seninle etkileşime girmek istemiyor çünkü senin tavrın ve davranışların rahatsızlık verici.,INSULT
Senin yaptıkların insanların hayatını daha da karmaşık ve zor hale getiriyor.,INSULT
İnsanların seninle ilgili düşünceleri negatif çünkü senin tavırların onları rahatsız ediyor.,INSULT
Yaptıkların insanların problemlerini arttırıyor ve hayatlarını daha da zorlaştırıyor.,INSULT
Senin varlığın insanların hayat kalitesini düşürüyor ve olumsuz etkiler yaratıyor.,INSULT
İnsanlar senin hakkında olumlu bir şey söylemek için çaba sarf etmiyor çünkü senin davranışların onları memnun etmiyor.,INSULT
Senin tavrın ve davranışların insanların mutluluğunu engelliyor ve olumsuz bir ortam yaratıyor.,INSULT
Yaptıkların insanların sana karşı olan güvenini sarsıyor ve seni ciddiye almalarını engelliyor.,INSULT
İnsanlar seninle vakit geçirmek istemiyor çünkü senin tavrın ve davranışların onları rahatsız ediyor.,INSULT
Yaptıkların insanların seni reddetmesine neden oluyor ve seni dışlıyorlar.,INSULT
Senin davranışların insanların hayatlarında olumsuz etkilere neden oluyor ve onların kendilerine olan saygısını azaltıyor.,INSULT
İnsanlar seninle ilgili düşünceleri olumsuz çünkü senin yaptıkların onları rahatsız ediyor.,INSULT
Yaptıkların insanların korku ve endişe yaşamasına neden oluyor ve onların hayat kalitesini düşürüyor.,INSULT
Senin tavrın ve davranışların insanların moralini bozuyor ve mutsuz olmalarına sebep oluyor.,INSULT
İnsanlar seninle etkileşim kurmak istemiyor çünkü senin davranışların onları rahatsız ediyor ve onları mutsuz ediyor.,INSULT
Yaptıkların insanların hayatlarında olumsuz bir izlenim bırakıyor ve seni sevmelerine engel oluyor.,INSULT
Senin varlığın insanların hayatında bir yük haline geliyor ve onların yaşamlarını daha da zorlaştırıyor.,INSULT
Yaptıkların insanların hayatındaki olumlu şeyleri etkilemeye devam ediyor ve onların gelişimini engelliyor.,INSULT
İnsanlar seninle ilgili düşüncelerini değiştirmek için çaba sarf etmiyor çünkü senin davranışların onları mutsuz ediyor.,INSULT
Yaptıkların insanların kendilerini güvende hissetmelerini engelliyor ve onları endişeli ve stresli yapıyor.,INSULT
Senin tavrın ve davranışların insanların hayatındaki olumlu enerjiyi yok ediyor ve olumsuz bir ortam yaratıyor.,INSULT
İnsanlar seninle birlikte çalışmak istemiyor çünkü senin davranışların onları motive etmiyor ve verimlerini düşürüyor.,INSULT
Yaptıkların insanların kendilerine olan güvenini azaltıyor ve onların kendilerini ifade etmelerini engelliyor.,INSULT
Senin davranışların insanların hayatında olumsuz bir izlenim bırakıyor ve seni sevmelerine engel oluyor.,INSULT
İnsanlar seninle etkileşim kurmaktan kaçınıyor çünkü senin tavrın ve davranışların onları rahatsız ediyor ve mutsuz ediyor.,INSULT
Yaptıkların insanların yaşam kalitesini düşürüyor ve onların mutlu olmalarını engelliyor.,INSULT
Senin varlığın insanların hayatında negatif bir etkiye sahip ve onların hayatlarını olumsuz yönde etkiliyor.,INSULT
Senin davranışların insanların seni güvenilir bulmalarına engel oluyor ve onları seninle çalışmaktan alıkoymaya neden oluyor.,INSULT
Yaptıkların insanların seni sevmelerine engel oluyor ve seninle birlikte zaman geçirmek istememelerine neden oluyor.,INSULT
Senin tavrın ve davranışların insanların hayatında olumsuz bir etkiye sahip ve onları üzüntüye sürüklüyor.,INSULT
İnsanlar seninle birlikte olmaktan hoşlanmıyor çünkü senin varlığın onları rahatsız ediyor ve mutsuz ediyor.,INSULT
Yaptıkların insanların kendilerine olan saygısını azaltıyor ve onları kendilerini değersiz hissetmeye neden oluyor.,INSULT
Senin davranışların insanların hayatında olumsuz bir atmosfer yaratıyor ve onları moral olarak düşürüyor.,INSULT
İnsanlar senin tavrından rahatsız oluyor ve seninle etkileşim kurmaktan kaçınıyor.,INSULT
Yaptıkların insanların hayatında olumsuz bir etki yaratıyor ve onların mutlu olmalarını engelliyor.,INSULT
Senin varlığın insanların hayatındaki olumlu şeyleri görmelerine engel oluyor ve onları karamsarlığa sürüklüyor.,INSULT
Sonuç olarak senin davranışların insanların hayatındaki olumlu şeyleri etkilemeye devam ediyor ve seninle birlikte olmak istememelerine neden oluyor.,INSULT
Senin tavrın insanların seni güvenilmez bulmalarına neden oluyor ve seninle iş yapmaktan kaçınmalarına sebep oluyor.,INSULT
Yaptıkların insanların hayatında olumsuz bir etkiye sahip ve onların kendilerine olan güvenini azaltıyor.,INSULT
Senin varlığın insanların mutlu olmalarını engelliyor ve onların hayatındaki olumlu şeyleri görmelerine engel oluyor.,INSULT
İnsanlar senin davranışlarından rahatsızlık duyuyor ve seninle etkileşim kurmaktan kaçınıyor.,INSULT
Senin tavrın insanların kendilerini güvende hissetmelerine engel oluyor ve onları endişeli hale getiriyor.,INSULT
Yaptıkların insanların kendilerine olan saygısını azaltıyor ve onları kendi değerlerinden uzaklaştırıyor.,INSULT
Senin varlığın insanların hayatındaki olumlu şeyleri etkilemeye devam ediyor ve onların kendilerini kötü hissetmelerine neden oluyor.,INSULT
İnsanlar seninle birlikte olmaktan hoşlanmıyor çünkü senin davranışların onları rahatsız ediyor ve mutsuz ediyor.,INSULT
Senin tavrın insanların seni itici bulmalarına neden oluyor ve seninle etkileşim kurmaktan kaçınmalarına sebep oluyor.,INSULT
Senin düşüncelerin insanların kendilerini kötü hissetmelerine neden oluyor ve onların kendilerine olan güvenlerini sarsıyor.,INSULT
Yaptıkların insanların hayatlarındaki olumlu şeyleri etkiliyor ve onların mutluluğunu azaltıyor.,INSULT
Senin varlığın insanların birbirleriyle etkileşim kurmasını engelliyor ve toplumsal uyumu bozuyor.,INSULT
İnsanlar seninle bir arada olmaktan hoşlanmıyor çünkü senin davranışların rahatsızlık veriyor ve onların hayatını olumsuz etkiliyor.,INSULT
Senin tavrın insanların birbirleriyle sağlıklı bir şekilde iletişim kurmasını engelliyor ve toplumsal ilişkileri zayıflatıyor.,INSULT
Yaptıkların insanların kendilerine olan inançlarını sarsıyor ve onların kendilerini başarısız hissetmelerine neden oluyor.,INSULT
Senin varlığın insanların hayatındaki olumlu şeyleri görmelerini engelliyor ve onları mutsuz ediyor.,INSULT
İnsanlar senin davranışlarından rahatsızlık duyuyor ve seninle bir arada olmaktan kaçınıyor.,INSULT
Senin tavrın insanların birbirleriyle uyumlu bir şekilde yaşamasını engelliyor ve toplumsal huzuru bozuyor.,INSULT
Sonuç olarak senin davranışların insanların hayatını olumsuz etkilemeye devam ediyor ve seninle bir arada olmak istememelerine neden oluyor.,INSULT
Yaptıkların insanların sana olan güvenini azaltıyor ve seninle iş yapmaktan kaçınmalarına sebep oluyor.,INSULT
Senin varlığın insanların hayatında olumsuz bir etkiye sahip ve onların kendilerine olan saygısını azaltıyor.,INSULT
İnsanlar seninle birlikte olmaktan mutsuz oluyor ve senin tavrın onları rahatsız ediyor.,INSULT
Senin davranışların insanların hayatındaki olumlu şeyleri görme motivasyonunu azaltıyor ve onların mutluluğunu engelliyor.,INSULT
Yaptıkların insanların kendilerini yeterli hissetmelerine engel oluyor ve kendilerine olan güvenlerini kaybetmelerine sebep oluyor.,INSULT
Senin varlığın insanların kendilerine olan saygısını kaybetmelerine neden oluyor ve onları mutsuz ediyor.,INSULT
İnsanlar seninle etkileşim kurmaktan kaçınıyor çünkü senin davranışların onları rahatsız ediyor ve endişeli hale getiriyor.,INSULT
Senin tavrın insanların kendilerini güvende hissetmelerine engel oluyor ve onları tedirgin ediyor.,INSULT
Yaptıkların insanların hayatındaki olumlu şeyleri görmelerine engel oluyor ve onların mutluluğunu azaltıyor.,INSULT
İnsanlar seninle birlikte olmaktan kaçınıyor çünkü senin varlığın onları mutsuz ediyor ve endişeli hale getiriyor.,INSULT
Senin davranışların insanların hayatındaki olumlu ilişkileri bozmaya ve insanlar arasındaki uyumu azaltmaya devam ediyor.,INSULT
Yaptıkların insanların hayatındaki olumlu şeyleri görme ve takdir etme motivasyonunu azaltıyor.,INSULT
Senin varlığın insanların hayatındaki başarılarını görmelerine engel oluyor ve onların kendilerine olan güvenlerini kaybetmelerine sebep oluyor.,INSULT
İnsanlar seninle birlikte olmaktan kaçınıyor çünkü senin davranışların onların moralini bozuyor ve endişe duymalarına neden oluyor.,INSULT
Senin tavrın insanların hayatındaki başarıları takdir etmelerini ve onların kendilerine olan güvenlerini arttırmalarını engelliyor.,INSULT
Yaptıkların insanların hayatında olumlu bir değişiklik yaratmak yerine onların hayatını zorlaştırıyor ve onları mutsuz ediyor.,INSULT
Senin varlığın insanların hayatındaki pozitif enerjiyi azaltıyor ve onların stres seviyelerini arttırıyor.,INSULT
İnsanlar seninle birlikte olmaktan kaçınıyor çünkü senin davranışların onları rahatsız ediyor ve mutsuz ediyor.,INSULT
Sonuç olarak senin varlığın insanların hayatında olumsuz bir etki yaratmaya devam ediyor ve seninle etkileşim kurmaktan kaçınıyorlar.,INSULT
Senin söylediklerin ve yaptıkların insanların motivasyonunu düşürüyor ve onların hedeflerine ulaşmalarına engel oluyor.,INSULT
İnsanlar senin davranışlarından rahatsızlık duyuyor ve seninle birlikte olmaktan kaçınıyor.,INSULT
Senin varlığın insanların hayatındaki olumlu ilişkileri bozmaya ve insanlar arasındaki uyumu azaltmaya devam ediyor.,INSULT
Yaptıkların insanların özgüvenini kaybetmelerine neden oluyor ve hayatlarını zorlaştırıyor.,INSULT
Senin söylediklerin ve yaptıkların insanların hayatındaki olumlu şeyleri görme ve takdir etme motivasyonunu azaltıyor.,INSULT
Senin davranışların insanların hayatında olumlu bir değişiklik yaratmak yerine onların hayatını zorlaştırıyor ve onları mutsuz ediyor.,INSULT
İnsanlar senin varlığından etkilenerek karamsarlığa kapılıyor ve hayattan keyif almalarına engel oluyor.,INSULT
Senin tavrın insanların başkalarına karşı olan saygı ve sevgisini azaltıyor ve onların hayatındaki olumlu etkileşimleri engelliyor.,INSULT
Yaptıkların insanların hayatındaki olumlu şeyleri görme motivasyonunu düşürüyor ve onların hayatlarını olumsuz yönde etkiliyor.,INSULT
Senin varlığın insanların hayatındaki olumsuz etkileri arttırıyor ve onların hayatından çıkmak istemelerine neden oluyor.,INSULT
İnsanlar senin davranışlarından dolayı sana güvenemiyor ve seninle iş yapmak istemiyor.,INSULT
Yaptıkların insanların sana olan saygısını kaybetmelerine ve seni ciddiye almamalarına neden oluyor.,INSULT
Senin sözlerin ve davranışların insanların seni takdir etmeleri ve sevmeleri yerine seni reddetmelerine neden oluyor.,INSULT
İnsanlar senin davranışlarından dolayı karamsarlığa kapılıyor ve hayattan keyif almaktan vazgeçiyorlar.,INSULT
Yaptıkların insanların hayatındaki olumlu etkileri azaltmak yerine onların hayatlarını zorlaştırıyor ve onları üzüyor.,INSULT
Senin varlığın insanların hayatındaki olumlu ilişkileri bozmak yerine onların hayatlarını daha da olumsuzlaştırıyor.,INSULT
İnsanlar senin tavrından dolayı sana güvenemiyor ve seninle birlikte olmaktan kaçınıyorlar.,INSULT
Yaptıkların insanların hayatındaki umutları azaltmak ve onların geleceğe olan inançlarını kaybetmelerine neden oluyor.,INSULT
Senin sözlerin ve davranışların insanların seni takdir etmek ve sana saygı duymak yerine seni hor görmelerine neden oluyor.,INSULT
İnsanlar senin davranışlarından dolayı kendi hayatlarına odaklanmak yerine seninle uğraşmaya başlıyorlar ve bu da onların hayatlarını olumsuz etkiliyor.,INSULT
Yaptıkların insanların seni dinlemek yerine kaçmalarına neden oluyor.,INSULT
Amına koyim beni neden böyle aptal yerlere götürdün?,PROFANITY
Lan şu saçmalıklara ne gerek var?,PROFANITY
Orospu çocuğu neden benimle dalga geçiyorsun?,PROFANITY
Bu işi sikerim yeter artık!,PROFANITY
Siktiğimin salağı her zaman her şeyi yapmak zorunda mısın?,PROFANITY
Amına kodumun düdüğü seni burada ne işin var?,PROFANITY
Orospu çocuğu başka yere git burası senin yerin değil.,PROFANITY
Babanın cebindeki 10 kuruşu alıp sana dağıtacağım sen de birazcık gülümse.,PROFANITY
Piç kurusu seni öyle bir döverim ki ömrün boyunca unutmazsın.,PROFANITY
Ananı sikim senin işin ne burada?,PROFANITY
Hadi hadi siktir git buradan senin gibi cahillere burada yer yok.,PROFANITY
Amına kodumun bok çuvalı kim bilir seni,PROFANITY
n neler yaptığını?,PROFANITY
Seni sevmek en büyük hatamdı senin gibi bir piçin varlığından bile utanıyorum.,PROFANITY
Ananı avradını sikeyim senin burada ne işin var?,PROFANITY
İğrençsin senin yüzünden bu işi bitiremeyeceğiz.,PROFANITY
Senin gibi piçlere burada işim yok hadi siktir git.,PROFANITY
Amına koyduğumun salağı neden bu kadar aptal davranıyorsun?,PROFANITY
Orospu çocuğu başka yerlerde zaman geçir. Burası senin için uygun değil.,PROFANITY
Seninle uğraşacak zamanım yok amına koyayım.,PROFANITY
Amına kodumun cahili her zaman her şeyi bilme gereksinimi hissediyor musun?,PROFANITY
Siktiğimin götü neden beni rahat bırakmıyorsun?,PROFANITY
Ananı avradını sikeyim senin gibi pislikler burada işimizi zorlaştırıyor.,PROFANITY
İşte yine sen geldin amına koyduğumun yalancısı.,PROFANITY
Ananı siktiğim senin gibi densizler burada söz sahibi olmamalı.,PROFANITY
Sikik beyinli piç senin burada ne işin var?,PROFANITY
Senin gibi aptallarla çalışmak zorunda kalmam gerekçesiyle işimden nefret ediyorum.,PROFANITY
Amına koyduğumun malı seni burada ne arıyorsun?,PROFANITY
Kafamı siktiğin için artık seninle konuşmak bile istemiyorum.,PROFANITY
Senin gibi cahillere zaman kaybetmek istemiyorum hadi siktir git!,PROFANITY
Orospu çocuğu senin yüzünden işlerimizi bitiremiyoruz!,PROFANITY
Amına koyduğumun salağı ne zaman bir şeyler yapmanı bekleyebiliriz?,PROFANITY
Senin yüzünden bu projeyi bitiremeyeceğiz seni burada istemiyoruz!,PROFANITY
Ananı avradını sikerim senin burada işin ne?,PROFANITY
Senin gibi bir piçle çalışmak istemiyorum siktir git buradan!,PROFANITY
Amına koyduğumun çocuğu birazcık akıllı ol ve yapman gerekeni yap!,PROFANITY
Ağzını burnunu dağıtırım.,PROFANITY
Ağzını yırtarım.,PROFANITY
Aklını alırım.,PROFANITY
Allah belanı versin.,PROFANITY
Ameliyat ederim.,PROFANITY
Anam avradım olsun seni eşşek sudan gelene kadar dövecem.,PROFANITY
Anan kötü.,PROFANITY
Anasına bak kızını al.,PROFANITY
Angut.,PROFANITY
Aptal.,PROFANITY
Arkana adam takarım.,PROFANITY
Artist.,PROFANITY
Asarım keserim.,PROFANITY
Aşağılık kadın.,PROFANITY
Ateşin başına vurdu.,PROFANITY
Ayağa düşürürüm.,PROFANITY
Ayı.,PROFANITY
Azgın.,PROFANITY
Baban uyuz.,PROFANITY
Babasının piçi.,PROFANITY
Bacaklarını kırarım.,PROFANITY
Benim kölemsin.,PROFANITY
Beyinsiz.,PROFANITY
Bıçağı al karnına sok.,PROFANITY
